userId,movie_id,rating
1,424,5
1,157353,3
1,5255,4
1,14976,5
1,10238,5
1,25520,1
1,12602,4
1,13496,4
1,7214,4
1,10634,4
1,20309,4
1,72086,5
1,14662,4
1,347548,5
1,10808,4
1,252,4
1,299687,3
2,2112,1
2,10615,3
2,37710,2
2,37495,3
2,688,2
2,8913,4
2,227735,4
2,9334,3
2,58431,3
2,13983,3
2,2976,4
2,1590,5
2,241251,4
2,84204,3
2,10238,4
2,8966,4
2,39141,4
2,34106,4
2,8321,3
2,44562,5
2,358451,3
2,10765,3
2,351043,4
2,11858,1
2,40652,4
2,5178,4
2,55616,3
2,244776,4
2,283384,4
2,252360,3
2,1597,4
2,7548,4
2,206213,5
2,680,4
2,360339,3
2,9781,4
2,16052,3
2,10994,1
2,10647,4
2,21641,4
2,1883,3
2,242095,3
2,19848,4
2,2567,5
2,31908,3
2,55301,5
2,193,5
2,2026,1
2,17044,1
2,81005,5
2,20406,2
2,36739,3
2,22821,4
2,214,1
2,34314,3
2,139715,1
2,49530,4
2,10050,4
2,12113,3
2,11156,3
2,251979,2
2,280381,4
2,550,4
2,257445,1
2,1491,3
2,90414,3
2,6519,4
2,11358,2
2,592,5
2,26618,4
2,225235,4
2,31007,2
2,64682,4
2,391,4
2,1649,5
2,9963,2
2,18126,3
2,188166,4
2,22881,4
2,79694,4
2,9451,4
2,11042,4
2,11934,4
2,9621,4
2,104896,3
2,44413,4
2,8328,3
2,9870,4
2,102382,5
2,370662,4
2,70875,1
2,13673,1
2,206197,4
2,377,3
2,57800,4
2,45054,4
2,85860,4
2,13374,3
2,18475,5
2,17186,4
2,9919,3
2,261,5
2,14033,4
2,76163,4
2,157353,4
2,13260,4
2,617,1
2,27420,5
2,20468,4
2,50538,4
2,16690,4
2,22897,3
2,12620,4
2,5722,4
2,9288,2
2,50544,5
2,12093,4
2,9754,4
2,132232,5
2,9825,2
2,41630,4
2,9800,1
2,37694,4
2,70478,5
2,3989,5
2,14396,4
2,9989,3
2,231,3
2,24438,1
2,9759,3
2,64688,2
2,82687,5
2,37834,4
2,290555,4
2,8080,3
2,3082,5
2,295964,1
2,288927,4
2,32274,4
2,250124,3
2,190847,4
2,291,4
2,12142,4
2,21345,3
2,76341,4
2,59860,4
2,82696,4
2,7859,4
2,4170,5
2,50839,3
2,327833,4
2,500,4
2,10448,4
2,11058,4
2,9819,4
2,11404,4
2,8922,4
2,11560,4
2,156022,4
2,323967,3
2,50135,3
2,26673,4
2,9362,5
2,71866,5
2,12837,3
2,12245,4
2,87818,4
2,414,1
2,525,4
2,274758,4
2,16,5
2,228066,1
2,365052,4
2,14873,4
2,14709,4
2,33430,3
2,119283,3
2,18713,5
2,2830,4
2,320146,3
2,1725,4
2,334527,4
2,176,4
2,8292,5
2,23049,4
2,2661,4
2,8054,2
2,10748,3
2,308529,3
2,19457,4
2,10139,4
2,8975,5
2,28355,4
2,133694,3
2,11072,3
2,263503,4
2,5072,1
2,27983,4
2,1259,4
2,22825,4
2,8358,2
2,5125,2
2,309425,4
2,294512,4
2,362765,1
2,5516,4
2,15013,2
2,3033,3
2,300327,4
2,8193,3
2,57201,1
2,19994,3
2,65203,1
2,227159,4
2,286565,4
2,18,3
2,15648,2
2,889,5
2,2309,4
2,19644,4
2,323271,5
2,2787,3
2,211954,3
2,10153,4
2,74,5
2,52790,2
2,290864,4
2,12403,4
2,796,1
2,324322,3
2,14585,4
2,27205,1
2,49365,3
2,184346,1
2,13596,3
2,9671,1
2,11459,3
2,76338,2
2,18570,3
2,33870,3
2,39180,1
2,43539,4
2,74643,4
2,22947,5
2,49026,4
2,39183,4
2,9276,5
2,9806,5
2,10163,3
2,44639,1
2,100975,4
2,765,3
2,23069,5
2,1683,5
2,10024,1
2,546,4
2,3034,4
2,111190,2
2,116977,5
2,53182,3
2,10623,4
2,1273,4
2,13600,2
2,2157,4
2,5255,5
2,400,2
2,340611,4
2,94348,5
2,99826,4
2,5172,1
2,9208,3
2,14849,4
2,2293,4
2,17979,3
2,2176,4
2,6217,1
2,10225,1
2,11442,4
2,302579,4
2,9683,4
2,956,3
2,11601,4
2,41210,4
2,209112,4
2,36334,4
2,27451,3
2,259943,1
2,45324,2
2,7501,4
2,186935,4
2,153158,1
2,76996,3
2,13996,4
2,10923,4
2,26371,3
2,184374,4
2,16538,5
2,9043,4
2,9471,5
2,314,4
2,332,4
2,157,3
2,12690,3
2,14164,4
2,55306,4
2,125052,4
2,11577,1
2,10833,4
2,14823,3
2,2300,2
2,76493,5
2,9488,3
2,30943,4
2,117942,5
2,10054,1
2,13888,4
2,58492,5
2,24150,5
2,82693,2
2,9012,3
2,159014,4
2,256917,4
2,9390,3
2,9353,4
2,10646,5
2,10016,5
2,13768,5
2,14914,1
2,22267,2
2,1687,3
2,9787,4
2,189711,4
2,11308,3
2,1997,4
2,650,4
2,270938,3
2,8916,2
2,9489,1
2,10030,3
2,18734,5
2,38541,4
2,17139,1
2,1969,4
2,342521,4
2,948,4
2,43947,3
2,35,2
2,18712,5
2,158752,3
2,16363,3
2,14451,2
2,31909,3
2,28089,4
2,9794,4
2,242083,4
2,14442,1
2,63287,4
2,164457,1
2,11375,4
2,9801,3
2,10154,2
2,16358,4
2,10040,1
2,11467,4
2,82690,3
2,5353,3
2,9327,4
2,12103,4
2,179144,4
2,38665,2
2,134371,3
2,152599,2
2,15028,5
2,38543,4
2,14048,3
2,228967,3
2,14283,2
2,15489,2
2,10253,1
2,10223,3
2,10481,3
2,79940,4
2,11596,4
2,274,2
2,49953,3
2,10691,4
2,13919,4
2,19052,4
2,18442,4
2,9311,4
2,9313,4
2,10661,3
2,26389,4
2,13090,1
2,38031,4
2,33676,4
2,426067,4
2,239566,4
2,9576,1
2,407887,4
2,50037,3
2,342502,4
2,367961,4
2,4379,1
2,496,4
2,14202,3
2,10822,5
2,13816,4
2,9715,4
2,11321,5
2,312793,3
2,619,4
2,215918,2
2,13075,4
2,9700,4
2,65,3
2,105864,4
2,42151,3
2,41894,4
2,9877,3
2,44638,3
2,3509,4
2,241254,4
2,3132,1
2,12704,3
2,27374,4
2,174311,3
2,290595,4
2,18405,4
2,7485,4
2,51588,5
2,13250,2
2,1577,5
2,13973,4
2,102362,1
2,169917,4
2,150689,4
2,16727,3
2,182,5
2,10873,4
2,13027,4
2,10280,4
2,273248,3
2,1931,4
2,13856,4
2,292481,4
2,389425,4
2,10719,4
2,15389,3
2,72431,4
2,253331,1
2,87428,4
2,8197,5
2,11130,4
2,13569,4
2,12555,1
2,72358,3
2,12657,3
2,1996,4
2,157336,2
2,23398,4
2,132316,3
2,790,4
2,10066,5
2,5994,4
2,10388,4
2,7350,5
2,25196,5
2,12138,4
2,10488,3
2,22787,4
2,12589,4
2,4942,5
2,1593,4
2,367551,4
2,10724,1
2,334531,4
2,125537,5
2,49517,4
2,97020,3
2,62837,4
2,19840,1
2,364083,5
2,8065,1
2,14846,4
2,2105,2
2,13496,4
2,17663,5
2,25520,1
2,22954,4
2,1690,4
2,11935,5
2,9809,4
2,34806,4
2,240,4
2,11011,3
2,9312,1
2,12277,4
2,112456,1
2,345911,4
2,357441,1
2,100402,1
2,38745,4
2,87093,4
2,11062,1
2,228161,3
2,33693,4
2,18900,1
2,13006,3
2,11959,3
2,127867,3
2,510,4
2,8970,5
2,106747,4
2,81188,4
2,55561,4
2,37707,4
2,16448,2
2,28178,4
2,97370,5
2,29514,4
2,289,4
2,277,3
2,11096,4
2,5528,4
2,122,4
2,181533,1
2,2057,4
2,9829,4
2,75033,4
2,20616,3
2,64499,3
2,9481,3
2,297621,4
2,1975,3
2,580,5
2,12838,5
2,1667,3
2,3482,3
2,91122,1
2,13362,5
2,8843,5
2,73532,4
2,9427,5
2,21413,4
2,280391,4
2,4232,4
2,171759,4
2,3558,3
2,21301,5
2,19933,4
2,9907,3
2,12634,3
2,78149,4
2,41488,3
2,48035,4
2,18254,4
2,158895,3
2,52451,4
2,374461,4
2,56666,3
2,34417,1
2,168259,2
2,9566,3
2,6972,4
2,8952,3
2,294550,3
2,243938,5
2,2266,3
2,311,4
2,11363,3
2,43595,4
2,176074,4
2,48572,3
2,68179,4
2,1268,1
2,91314,4
2,253253,4
2,4806,4
2,2619,1
2,462,3
2,12096,3
2,371690,4
2,336004,1
2,97614,3
2,84174,4
2,24664,5
2,534,1
2,41513,4
2,18206,4
2,7364,3
2,111794,5
2,12153,4
2,306667,4
2,9804,3
2,9306,4
2,5236,4
2,9766,4
2,166424,1
2,15173,4
2,40805,1
2,47692,5
2,129139,4
2,11917,4
2,301351,4
2,8914,4
2,117263,4
2,9880,4
2,277216,4
2,51384,3
2,5822,5
2,7735,3
2,2088,4
2,9665,2
2,1428,4
2,60304,4
2,333371,5
2,113406,4
2,38365,4
2,10281,3
2,157354,5
2,6537,3
2,147441,5
2,24418,5
2,101179,3
2,52015,5
2,559,3
2,11615,5
2,13516,4
2,11778,4
2,23169,3
2,48171,4
2,9906,3
2,76640,3
2,8273,4
2,36355,3
2,15256,4
2,40428,2
2,2148,4
2,280092,1
2,16072,5
2,380097,2
2,34069,4
2,76706,5
2,10383,4
2,9869,4
2,11967,3
2,81390,4
2,7304,4
2,2287,4
2,10071,5
2,1819,2
2,808,4
2,12920,1
2,6552,4
2,7451,4
2,3600,4
2,21724,3
2,10437,4
2,24747,4
2,51130,3
2,291081,1
2,14877,4
2,9588,5
2,256687,4
2,1696,4
2,1487,1
2,7978,1
2,59962,4
2,64685,5
3,11357,4
3,10895,5
3,57158,3
3,142061,3
3,1365,3
3,69382,5
3,242166,1
3,10186,3
3,10138,4
3,47452,4
3,389,1
3,10796,4
3,45145,1
3,59860,3
3,9705,1
3,8847,5
3,16363,5
3,17577,4
3,37498,3
3,78698,4
3,64807,1
3,264999,3
3,3482,1
3,1391,4
3,17170,4
3,7341,4
3,13889,4
3,12093,5
3,1844,3
3,50620,4
3,274758,3
3,525,3
3,10353,4
3,17113,3
3,27551,3
3,77948,4
3,59436,3
3,1381,1
3,8869,5
3,1792,3
3,25719,2
3,1597,5
3,9544,4
3,9703,3
3,44754,5
3,222899,1
3,325373,4
3,10159,5
3,46415,2
3,13909,5
3,57089,4
3,30890,3
3,139038,4
3,9759,5
3,254,5
3,12506,4
3,414,4
3,68727,1
3,421,4
3,10731,4
3,13849,1
3,288,4
3,9619,3
3,12634,3
3,23988,4
3,9587,3
3,77930,5
3,30139,4
3,10894,4
3,17820,1
3,9089,4
3,44562,4
3,70435,4
3,9486,3
3,17043,4
3,6479,3
3,32856,4
3,239563,5
3,35219,2
3,41283,3
3,132363,3
3,11023,4
3,24575,4
3,222250,4
3,175574,3
3,71805,4
3,9700,4
3,24113,3
3,57157,4
3,1018,5
3,285,3
3,7446,3
3,489,4
3,68722,4
3,11620,3
3,2907,1
3,144340,1
3,107846,4
3,650,1
3,12,4
3,86331,3
3,33106,4
3,9490,3
3,12763,4
3,1585,4
3,41630,5
3,5174,5
3,3028,4
3,11667,1
3,660,5
3,398,4
3,13079,4
3,10764,5
3,2698,3
4,364,3
4,38970,3
4,280,4
4,805,4
4,8592,3
4,179144,4
4,1891,4
4,27420,4
4,181283,4
4,8457,3
4,116745,4
4,324668,4
4,10238,4
4,14396,1
4,1417,4
4,1599,4
4,1535,4
4,2698,4
4,343409,3
4,116149,1
4,1091,4
4,113947,1
4,287815,4
4,102651,4
4,12247,3
4,77875,4
4,12117,4
4,16,5
4,336004,5
4,1613,3
4,76617,3
4,62837,4
4,29427,2
4,617,3
4,10782,3
4,9388,3
4,14283,4
4,9027,1
4,1830,3
4,16653,5
4,11889,4
4,767,5
4,658,4
4,1893,4
4,33,5
4,18239,3
4,8046,4
4,13579,4
4,429,4
4,354110,5
4,92635,4
4,15013,4
4,38319,5
4,9398,5
4,6687,3
4,11191,4
4,8859,3
4,11176,3
4,152,1
4,269057,1
4,12120,5
4,1909,4
4,546,3
4,173931,4
4,10588,4
4,15365,5
4,13027,4
4,251,5
4,187017,4
4,174,3
4,13498,1
4,10756,4
4,17578,4
4,10188,5
4,33693,4
4,672,3
4,22530,4
4,302156,4
4,11870,1
4,11971,1
4,9621,5
4,36811,5
4,408,5
4,285923,4
4,581,5
4,25719,4
4,14164,3
4,193,4
4,12586,4
4,293646,4
4,112949,3
4,13056,4
4,252,3
4,1651,1
4,436,5
4,16441,4
4,84659,1
4,33511,5
4,10691,2
4,10197,4
4,57612,1
4,10658,3
4,1988,4
4,71805,4
4,10030,5
4,239678,4
4,10279,4
4,863,4
4,44413,1
4,1542,3
4,9799,5
4,69,4
4,2667,2
4,88794,4
4,11600,3
4,72207,4
4,1581,5
4,1597,1
4,137347,1
4,39210,3
4,10656,4
4,9502,4
4,71469,4
4,10383,3
4,56288,5
4,22556,4
4,206563,1
4,4147,3
4,10331,3
4,8197,2
4,19495,4
4,51162,5
4,34335,4
4,38223,4
4,10885,3
4,11023,3
4,256924,5
4,302699,4
4,87826,3
4,2026,2
4,11024,1
4,1833,3
4,12133,1
4,31174,5
4,62211,4
4,21765,4
4,820,4
4,10223,4
4,24747,4
4,19997,4
4,818,4
4,6106,3
4,17710,4
4,2034,4
4,20697,4
4,19344,5
4,117,4
4,1125,3
4,9675,5
4,26268,4
4,13816,4
4,629,3
4,157909,4
4,704,4
4,49526,3
4,13198,3
4,253235,5
4,312791,3
4,75674,4
4,9476,4
4,13158,3
4,300671,4
4,295964,4
4,10402,4
4,2142,2
4,8321,5
4,421,5
4,9782,4
4,1683,4
4,54518,2
4,37495,4
4,10947,4
4,2112,4
4,2907,3
4,1255,3
4,11983,5
4,68727,4
4,10052,3
4,378200,3
4,38543,5
4,10410,4
4,9691,4
4,122081,3
4,107985,4
4,14290,4
4,8850,4
4,28,3
4,675,2
4,682,4
4,238,3
4,13150,4
4,10944,4
4,26815,4
4,34647,4
4,14538,3
4,190847,4
4,15394,4
4,862,3
4,39269,3
4,380,3
4,55301,3
4,9576,5
4,9667,4
4,3587,5
4,3179,4
4,769,4
4,8619,3
4,60420,4
4,15745,1
4,13827,2
4,10397,4
4,50538,3
4,20856,3
4,164372,3
4,49051,3
4,125537,2
4,1164,4
4,295914,4
4,1586,3
4,10215,3
4,16858,3
4,2110,2
4,7220,3
4,27723,3
4,9829,4
4,16508,3
4,375290,4
4,11165,3
4,82990,4
4,13888,3
4,225565,5
4,2989,3
4,25520,3
4,19204,4
4,281957,4
4,36355,4
4,330,4
4,9562,3
4,9257,4
4,3175,3
4,11362,4
4,86829,4
4,20406,5
4,1687,4
4,13805,4
4,1734,4
4,82700,4
4,2122,3
4,19084,4
4,58680,1
4,36586,4
4,31932,4
4,2687,3
4,8452,4
4,44040,3
4,74084,3
4,38810,3
4,12289,3
4,39780,1
4,40807,4
4,10329,1
4,36669,5
4,376004,4
4,8204,5
4,534,4
4,65448,4
4,80304,4
4,9260,1
4,27581,1
4,10878,3
4,7288,5
4,137955,1
4,43933,4
4,231,5
4,290391,3
4,11804,4
4,10684,5
4,48340,2
4,7516,4
4,345,5
4,117263,1
4,219,4
4,10822,2
4,69270,4
4,51130,5
4,86812,3
4,376010,4
4,431,4
4,77495,5
4,9367,4
4,19901,4
5,10159,5
5,242083,3
5,7347,1
5,64678,5
5,12620,4
5,6639,5
5,296943,3
5,168027,4
5,3078,4
5,25786,4
5,9457,4
5,71,4
5,289180,5
5,10871,4
5,27983,4
5,84188,3
5,943,1
5,142,3
5,336004,5
5,8975,2
5,13363,3
5,10564,1
5,2655,4
5,639,5
5,1440,5
5,82650,3
5,17127,3
5,82631,3
5,4929,5
5,288927,1
5,1018,3
5,11452,4
5,206296,2
5,9709,2
5,687,4
5,77953,4
5,13991,3
5,15365,5
5,49010,3
5,9027,1
5,12158,5
5,17043,5
5,5559,3
5,11615,4
5,26710,4
5,308531,3
5,10708,3
5,42222,4
5,11818,5
5,126186,4
5,193610,5
5,96724,4
5,40494,1
5,11775,4
5,11229,4
5,17709,3
5,6073,4
5,9414,3
5,9273,5
5,174,4
5,338,5
5,28260,4
5,9291,3
5,2907,4
5,224569,3
5,1989,1
5,253626,4
5,39845,4
5,9372,4
5,9907,4
5,681,4
5,335866,4
5,82505,4
5,31535,1
5,14869,4
5,11025,4
5,65754,1
5,1735,5
5,2652,4
5,16781,4
5,414,2
5,10760,4
5,17187,3
5,79120,3
5,23570,5
5,49963,4
5,9823,4
5,147767,4
5,10557,4
5,8329,4
5,8849,3
5,10152,4
5,11132,3
5,10307,4
5,12159,4
5,11904,4
5,752,4
5,76640,3
5,14574,4
5,175541,4
5,9591,4
5,10934,3
5,44594,5
5,11027,4
5,8068,4
5,9093,4
5,45650,5
5,11908,5
5,263503,4
5,2110,3
5,302,4
5,8291,4
5,35073,4
5,9096,4
5,62116,4
5,2287,1
5,13495,4
5,861,5
5,691,4
5,192132,5
5,8874,4
5,805,2
5,37080,3
5,12088,4
5,10003,4
5,6538,4
5,11876,1
5,9573,3
5,17436,4
5,17813,5
5,82700,5
5,44564,3
5,25643,4
5,23730,4
5,59,4
5,76726,5
5,77949,3
5,10077,5
5,8060,3
5,61891,3
5,22947,4
5,4421,1
5,1544,4
5,347548,4
5,1562,3
5,335874,5
5,16690,4
5,291270,3
5,2786,1
5,925,4
5,9913,2
5,24746,4
5,2294,4
5,41233,3
5,15239,4
5,9954,1
5,7341,4
5,8328,4
5,107985,2
5,857,1
5,14635,1
5,16577,4
5,329833,4
5,11324,4
5,535,1
5,49040,3
5,283671,4
5,19905,4
5,19204,3
5,270946,4
5,1809,5
5,3033,5
5,241239,5
5,694,4
5,39514,4
5,11467,3
5,10393,4
5,42586,3
5,646,5
5,13812,3
5,2290,5
5,9899,4
5,5038,3
5,10501,4
5,860,5
5,10781,5
5,9902,5
5,45272,5
5,70687,3
5,34043,4
5,37735,4
5,9075,3
5,609,3
5,9469,4
5,10195,4
5,94329,4
5,11190,3
5,9689,4
5,137955,3
5,157353,1
5,132344,4
5,1858,1
5,83686,5
5,84892,4
5,203,4
5,130150,5
5,402515,4
5,26672,4
5,46727,4
5,772,4
5,10935,4
5,216015,4
5,135595,3
5,10632,5
5,51162,5
5,33217,2
5,47327,4
5,40963,4
5,10684,5
5,39055,4
5,20862,4
5,10202,3
5,76706,4
5,49051,4
5,60243,4
5,7364,1
5,15301,3
5,8885,4
5,62008,4
5,11588,4
5,580,5
5,42497,2
5,70006,4
5,282128,5
5,285,3
5,640,4
5,1272,4
5,2428,5
5,9896,3
5,188166,4
5,13776,4
5,261,2
5,30309,4
5,1717,3
5,138976,4
5,36549,4
5,108346,3
5,27588,1
5,260346,4
5,70981,4
5,268920,4
5,10748,4
5,13937,4
5,1969,5
5,1934,3
5,225235,3
5,97370,3
5,197,4
5,10436,1
5,18480,3
5,34341,3
5,13908,5
5,1389,5
5,64682,3
5,13056,4
5,837,4
5,14113,4
5,36355,3
5,13596,4
5,257087,5
5,25704,4
5,26673,4
5,77948,5
5,255266,4
5,9495,4
5,302156,4
5,385636,3
5,380097,4
5,101267,3
5,3093,4
5,23685,4
5,24663,5
5,6282,4
5,36696,1
5,20737,5
5,1585,4
5,271110,4
5,9729,2
5,16290,4
5,1372,3
5,12779,5
5,2268,3
5,12634,4
5,228967,4
5,325373,5
5,33644,4
5,14429,4
5,9433,3
5,17734,4
5,193722,1
5,239566,3
5,9451,5
5,11240,3
5,5236,4
5,199,3
5,12162,3
5,17044,4
5,18823,4
5,8587,2
5,253261,5
5,24264,2
5,49948,3
5,12177,4
5,10571,4
5,126319,2
5,4982,3
5,107315,4
5,46889,3
5,9488,4
5,928,4
5,227306,3
5,153397,3
5,20981,4
5,2752,5
5,21345,1
5,89750,5
5,597,5
5,146,4
5,68724,4
5,10527,3
5,9705,4
5,10105,5
5,27455,3
5,18602,4
5,10535,3
5,310131,1
5,227159,5
5,13938,5
5,25166,1
5,9384,2
5,9043,4
5,6537,2
5,46705,4
5,10395,4
5,8467,4
5,10437,5
5,98,1
5,25208,1
5,10070,4
5,1933,3
5,37232,4
5,175291,2
5,9806,4
5,174311,4
5,13007,4
5,192210,5
5,1725,2
5,6977,4
5,81390,4
5,75612,2
5,11618,5
5,15581,1
5,10481,4
5,10783,3
5,194662,4
5,9772,3
5,42888,3
5,24977,1
5,44853,5
5,100275,4
5,1535,4
5,264660,1
5,27342,4
5,4147,4
5,8850,4
5,9366,5
5,1257,4
5,9260,3
5,9029,4
5,1245,4
5,4105,3
5,109445,3
5,14014,1
5,235271,4
5,9672,5
5,296,4
5,59981,1
5,316002,5
5,790,4
5,9614,1
5,88641,4
5,12610,5
5,4234,3
5,710,5
5,14165,5
5,10658,3
5,15070,4
5,11237,3
5,42807,3
5,87428,4
5,80271,4
5,12201,5
5,8854,4
5,8055,2
5,10066,1
5,13538,4
5,102899,4
5,16614,5
5,12596,3
5,250349,3
5,195589,2
5,7345,3
5,5708,3
5,6016,3
5,13374,4
5,10280,4
5,321,1
5,26688,1
5,4912,4
5,14557,4
5,184098,4
5,18869,1
5,175555,5
5,788,4
5,14758,5
5,377,1
5,10400,5
5,10384,4
5,18360,1
5,13849,4
5,72190,3
5,1924,4
5,33870,2
5,9620,4
5,134374,4
5,45145,4
5,2830,4
5,6435,1
5,9352,4
6,72571,3
6,136400,4
6,22820,4
6,8676,3
6,13510,1
6,17834,4
6,947,4
6,440,5
6,1262,4
6,288,1
6,66025,4
6,2454,3
6,21525,4
6,174362,1
6,344466,3
6,21355,3
6,9100,4
6,31203,1
6,39013,5
6,49081,3
6,19908,4
6,118957,2
6,16096,3
6,11024,4
6,64720,1
6,82693,1
6,9552,4
6,20065,3
6,10877,4
6,11042,3
6,27723,4
6,226486,5
6,38448,4
6,248402,4
6,16428,3
6,8007,2
6,11324,4
6,76649,1
6,27360,3
6,267860,3
6,122081,4
6,238603,5
6,1894,1
6,201,5
6,9928,4
6,8051,4
6,879,4
6,9208,4
6,6947,4
6,838,1
6,11015,4
6,16172,1
6,9570,4
6,73873,2
6,257,4
6,1542,4
6,17339,3
6,8780,1
6,4912,4
6,71859,4
6,300168,4
6,14474,4
6,46829,3
6,295964,3
6,10288,4
6,9348,5
6,16991,2
6,29015,5
6,301351,4
6,61984,3
6,12610,5
6,11457,5
6,13960,4
6,272726,4
6,582,2
6,9464,1
6,12704,3
6,11228,3
6,88641,4
6,18885,4
6,801,4
6,3587,4
6,146227,4
6,22805,3
6,9992,4
6,2636,3
6,227348,3
6,14844,4
6,64807,3
6,18828,5
6,935,4
6,49517,2
6,426469,4
6,51828,4
6,104,5
6,16888,3
6,239571,3
6,11499,5
6,25983,5
6,11056,3
6,9290,5
6,34723,2
6,408,3
6,16320,5
6,366967,4
6,8204,5
6,251471,4
6,9741,1
6,58680,3
6,41248,1
6,258755,3
6,9963,5
6,1417,3
6,10535,4
6,928,5
6,259693,4
6,42586,4
6,714,4
6,5722,4
6,11129,3
6,12569,2
6,869,3
6,31163,4
6,227,4
6,10994,5
6,139038,4
6,16614,4
6,2288,5
6,133805,3
6,3638,1
6,36046,5
6,132363,1
6,13920,4
6,33468,4
6,253626,3
6,84401,1
6,60463,1
6,18254,4
6,549,4
6,268917,4
6,6068,4
6,68726,4
6,15017,5
6,12410,4
6,13889,3
6,298,5
6,192210,4
6,266856,4
6,244316,5
6,274479,4
6,9473,3
6,28355,4
6,32275,1
6,274,4
6,72545,4
6,76285,4
6,15237,3
6,7874,4
6,10072,3
6,4232,3
6,116741,2
6,11798,3
6,9433,4
6,23330,4
6,782,5
6,31908,3
6,11676,4
6,9991,5
6,1116,4
6,2752,5
6,1245,1
6,9614,5
6,2841,4
6,32740,4
